CustomerID,InvoiceDate,Description,Quantity,UnitPrice
115,2024-03-31,노트북 거치대,2,27000
189,2024-09-20,USB 충전기,4,10000
110,2024-05-22,스탠드 조명,3,21000
42,2024-10-26,모니터,1,47000
120,2024-12-29,블루투스 스피커,1,24000
83,2024-11-01,스마트폰 케이스,5,89000
78,2024-09-08,스탠드 조명,3,14000
182,2024-06-11,헤드셋,2,28000
134,2024-02-04,헤드셋,2,58000
140,2024-10-01,보조배터리,1,49000
57,2024-04-19,노트북 파우치,3,51000
76,2024-04-21,헤드셋,4,76000
193,2024-11-28,무선 이어폰,1,90000
89,2024-08-16,웹캠,5,84000
63,2024-01-21,노트북 파우치,4,19000
99,2024-05-11,스탠드 조명,3,8000
133,2024-07-10,헤드셋,5,62000
125,2024-01-23,HDMI 케이블,2,46000
132,2024-02-12,USB 충전기,2,73000
137,2024-01-04,노트북 거치대,2,90000
162,2024-04-19,태블릿 펜,1,31000
138,2024-12-25,태블릿 펜,1,100000
176,2024-03-19,무선 이어폰,4,96000
85,2024-01-20,노트북 거치대,1,11000
46,2024-05-08,스탠드 조명,1,78000
59,2024-05-12,태블릿 펜,4,62000
162,2024-07-26,태블릿 펜,3,7000
100,2024-12-10,USB 충전기,5,5000
165,2024-11-12,노트북 거치대,5,10000
180,2024-02-07,스마트 워치,5,18000
75,2024-12-17,HDMI 케이블,5,16000
73,2024-08-12,보조배터리,4,89000
8,2024-08-30,마우스 패드,5,33000
35,2024-07-19,스탠드 조명,3,86000
37,2024-06-01,스마트 워치,1,75000
143,2024-03-13,USB 충전기,1,5000
147,2024-11-01,보조배터리,5,75000
22,2024-06-05,키보드,3,32000
106,2024-11-26,헤드셋,2,25000
48,2024-04-23,모니터,2,19000
47,2024-12-09,스마트폰 케이스,5,64000
166,2024-10-08,노트북 거치대,3,90000
18,2024-05-08,USB 충전기,2,97000
149,2024-09-06,노트북 파우치,3,21000
172,2024-12-01,웹캠,1,41000
159,2024-02-05,키보드,3,67000
116,2024-06-17,HDMI 케이블,5,24000
145,2024-10-17,스마트 워치,3,59000
44,2024-01-03,노트북 파우치,2,33000
183,2024-11-24,태블릿 펜,3,51000
35,2024-12-13,노트북 파우치,4,64000
115,2024-07-02,HDMI 케이블,4,75000
28,2024-03-30,노트북 거치대,3,22000
138,2024-04-10,모니터,1,98000
20,2024-01-10,헤드셋,1,79000
149,2024-07-26,키보드,1,75000
67,2024-10-05,스탠드 조명,4,88000
199,2024-03-17,스마트 워치,4,33000
198,2024-10-28,HDMI 케이블,2,64000
129,2024-09-18,노트북 거치대,4,51000
129,2024-01-06,웹캠,5,92000
43,2024-09-20,블루투스 스피커,4,25000
46,2024-10-16,블루투스 스피커,4,50000
11,2024-04-22,마우스,2,13000
68,2024-07-08,웹캠,1,90000
53,2024-09-22,스마트 워치,4,65000
117,2024-01-24,스마트폰 케이스,3,18000
181,2024-09-23,모니터,3,79000
140,2024-10-18,마우스 패드,4,88000
97,2024-07-06,노트북 거치대,5,37000
97,2024-04-24,헤드셋,4,50000
89,2024-09-06,마우스,5,5000
129,2024-03-12,SD 카드,2,34000
20,2024-09-20,모니터,2,24000
48,2024-03-21,스마트 워치,5,96000
31,2024-12-04,웹캠,4,47000
185,2024-02-28,마우스,4,66000
54,2024-10-29,마우스 패드,4,7000
63,2024-01-23,블루투스 스피커,5,80000
42,2024-03-09,헤드셋,1,78000
38,2024-01-29,마우스 패드,3,28000
133,2024-07-26,무선 이어폰,3,15000
56,2024-08-17,마우스,4,26000
57,2024-07-29,블루투스 스피커,5,28000
160,2024-12-03,헤드셋,3,26000
186,2024-12-17,노트북 파우치,4,81000
152,2024-02-05,웹캠,4,54000
34,2024-02-25,무선 이어폰,2,71000
130,2024-12-16,태블릿 펜,2,82000
25,2024-03-31,마우스,5,81000
10,2024-09-29,헤드셋,1,16000
124,2024-12-03,블루투스 스피커,5,74000
1,2024-12-13,태블릿 펜,5,58000
95,2024-01-23,헤드셋,4,34000
124,2024-07-14,스마트 워치,5,99000
195,2024-12-22,USB 충전기,4,22000
66,2024-09-01,웹캠,1,41000
154,2024-10-05,태블릿 펜,3,29000
2,2024-12-29,무선 이어폰,5,71000
31,2024-09-23,무선 이어폰,4,88000
53,2024-12-18,노트북 파우치,4,51000
28,2024-03-20,태블릿 펜,5,37000
67,2024-10-01,태블릿 펜,5,51000
157,2024-05-21,보조배터리,2,57000
142,2024-10-12,마우스,2,52000
144,2024-10-11,마우스,3,44000
148,2024-06-25,보조배터리,2,89000
31,2024-04-27,SD 카드,2,17000
55,2024-09-17,보조배터리,3,75000
158,2024-12-22,스마트폰 케이스,2,54000
163,2024-01-03,노트북 거치대,2,65000
154,2024-08-10,노트북 거치대,1,38000
57,2024-07-08,노트북 거치대,5,9000
186,2024-07-15,보조배터리,5,88000
134,2024-05-26,스마트폰 케이스,2,86000
127,2024-08-12,무선 이어폰,2,89000
133,2024-05-26,키보드,1,81000
131,2024-09-21,웹캠,5,26000
173,2024-01-19,스마트 워치,2,88000
1,2024-03-21,노트북 거치대,3,56000
91,2024-12-08,보조배터리,4,80000
52,2024-09-22,무선 이어폰,1,16000
141,2024-05-25,스탠드 조명,5,49000
89,2024-05-21,웹캠,5,29000
117,2024-07-25,무선 이어폰,3,27000
105,2024-09-16,USB 충전기,5,14000
129,2024-05-30,노트북 파우치,1,70000
66,2024-10-02,모니터,4,53000
145,2024-09-04,웹캠,3,63000
175,2024-08-23,무선 이어폰,4,19000
67,2024-02-04,보조배터리,2,91000
180,2024-04-27,노트북 파우치,4,50000
133,2024-10-01,무선 이어폰,3,36000
74,2024-02-17,보조배터리,3,14000
142,2024-04-01,마우스,3,50000
56,2024-10-20,모니터,2,100000
175,2024-04-07,마우스,2,35000
189,2024-05-03,모니터,2,34000
52,2024-05-07,스마트 워치,2,18000
31,2024-02-10,마우스,5,5000
196,2024-10-04,스마트폰 케이스,4,52000
159,2024-06-10,마우스,5,40000
126,2024-04-03,헤드셋,3,55000
57,2024-10-22,블루투스 스피커,1,72000
109,2024-09-01,스탠드 조명,1,69000
89,2024-07-20,마우스 패드,4,20000
179,2024-09-22,SD 카드,3,93000
3,2024-01-07,키보드,4,79000
26,2024-06-15,스마트 워치,5,38000
48,2024-10-07,모니터,2,39000
121,2024-11-09,노트북 파우치,3,28000
128,2024-08-05,키보드,4,94000
193,2024-07-09,스마트 워치,4,40000
116,2024-04-02,블루투스 스피커,5,92000
59,2024-02-21,모니터,2,76000
111,2024-07-14,키보드,2,99000
39,2024-08-30,무선 이어폰,2,58000
128,2024-03-09,헤드셋,5,97000
81,2024-09-06,HDMI 케이블,3,76000
146,2024-01-25,보조배터리,1,93000
42,2024-01-31,키보드,3,65000
162,2024-02-19,SD 카드,3,38000
93,2024-07-03,스탠드 조명,5,37000
89,2024-01-11,태블릿 펜,1,49000
174,2024-11-06,키보드,5,78000
167,2024-11-28,스탠드 조명,2,41000
91,2024-06-15,헤드셋,4,99000
115,2024-02-10,보조배터리,5,41000
119,2024-11-19,블루투스 스피커,2,86000
87,2024-08-03,보조배터리,1,15000
42,2024-06-24,웹캠,3,45000
168,2024-05-29,모니터,5,87000
102,2024-05-18,SD 카드,3,100000
151,2024-09-23,SD 카드,4,26000
48,2024-01-12,블루투스 스피커,2,89000
65,2024-12-24,노트북 거치대,2,26000
102,2024-02-22,USB 충전기,1,65000
141,2024-01-28,무선 이어폰,4,72000
196,2024-02-12,USB 충전기,3,84000
40,2024-02-13,보조배터리,3,34000
64,2024-05-25,SD 카드,2,21000
135,2024-03-28,무선 이어폰,1,89000
92,2024-06-15,마우스,4,74000
70,2024-10-07,SD 카드,2,94000
139,2024-03-31,SD 카드,5,60000
135,2024-11-23,스탠드 조명,3,49000
124,2024-10-03,웹캠,1,61000
79,2024-07-06,태블릿 펜,3,24000
78,2024-01-06,무선 이어폰,5,22000
89,2024-05-26,마우스,5,6000
177,2024-09-08,마우스,3,6000
197,2024-08-08,HDMI 케이블,5,34000
2,2024-10-07,스마트 워치,2,57000
144,2024-08-11,보조배터리,2,25000
184,2024-11-26,보조배터리,4,33000
68,2024-02-10,태블릿 펜,2,71000
196,2024-11-09,모니터,3,88000
191,2024-09-29,모니터,4,29000
18,2024-04-03,블루투스 스피커,3,19000
164,2024-08-21,SD 카드,3,94000
160,2024-09-08,키보드,3,7000
39,2024-01-26,스탠드 조명,1,28000
27,2024-05-24,모니터,2,96000
113,2024-01-05,웹캠,1,24000
4,2024-09-09,키보드,3,58000
80,2024-09-12,스마트 워치,4,94000
9,2024-06-18,노트북 거치대,2,12000
69,2024-07-19,노트북 거치대,5,65000
47,2024-04-08,모니터,4,6000
32,2024-12-31,웹캠,4,61000
64,2024-01-18,키보드,4,99000
198,2024-02-18,헤드셋,2,65000
100,2024-12-14,HDMI 케이블,3,25000
162,2024-01-22,스탠드 조명,5,20000
65,2024-09-03,HDMI 케이블,2,51000
14,2024-12-07,키보드,1,35000
163,2024-08-10,노트북 파우치,1,26000
71,2024-10-26,USB 충전기,4,36000
3,2024-01-22,마우스,5,24000
96,2024-02-15,웹캠,2,68000
24,2024-12-17,노트북 파우치,1,12000
92,2024-11-26,블루투스 스피커,5,18000
33,2024-09-06,웹캠,3,76000
166,2024-06-26,SD 카드,2,7000
177,2024-07-12,스마트 워치,2,37000
11,2024-09-05,SD 카드,5,42000
139,2024-12-22,마우스,2,77000
48,2024-10-05,스마트 워치,3,98000
120,2024-05-20,스탠드 조명,2,13000
136,2024-03-20,SD 카드,3,38000
139,2024-07-06,SD 카드,1,86000
130,2024-07-13,마우스 패드,1,84000
94,2024-11-13,웹캠,3,97000
17,2024-12-03,스탠드 조명,4,29000
135,2024-12-15,마우스,5,24000
157,2024-05-24,노트북 파우치,4,87000
83,2024-02-26,USB 충전기,5,89000
18,2024-01-23,블루투스 스피커,2,9000
52,2024-02-24,마우스,2,17000
9,2024-10-19,보조배터리,4,72000
160,2024-12-25,모니터,1,51000
57,2024-11-06,노트북 거치대,1,31000
168,2024-09-08,노트북 거치대,4,86000
16,2024-07-03,스탠드 조명,4,52000
182,2024-01-30,모니터,5,10000
188,2024-02-06,HDMI 케이블,1,32000
133,2024-02-19,USB 충전기,2,73000
99,2024-04-07,키보드,5,89000
64,2024-10-18,마우스 패드,5,100000
143,2024-07-31,USB 충전기,5,50000
173,2024-08-22,태블릿 펜,1,26000
47,2024-10-08,보조배터리,5,48000
169,2024-03-21,스탠드 조명,5,61000
91,2024-06-10,스탠드 조명,3,52000
106,2024-11-20,태블릿 펜,3,82000
62,2024-10-15,스탠드 조명,2,53000
197,2024-10-08,모니터,3,62000
115,2024-07-22,무선 이어폰,1,41000
153,2024-01-09,헤드셋,2,43000
2,2024-06-02,웹캠,2,45000
6,2024-12-19,모니터,5,70000
143,2024-10-19,블루투스 스피커,1,9000
118,2024-07-01,블루투스 스피커,2,38000
94,2024-10-25,웹캠,2,37000
77,2024-02-17,보조배터리,5,32000
188,2024-02-09,노트북 파우치,4,27000
125,2024-12-19,USB 충전기,5,87000
77,2024-01-20,보조배터리,1,12000
198,2024-06-20,스마트 워치,4,58000
31,2024-04-26,무선 이어폰,4,11000
79,2024-09-25,스마트폰 케이스,3,74000
145,2024-03-17,노트북 파우치,5,94000
57,2024-03-19,스마트폰 케이스,4,62000
193,2024-10-31,헤드셋,1,33000
111,2024-05-28,보조배터리,2,21000
87,2024-02-12,마우스,5,100000
13,2024-10-07,보조배터리,3,15000
103,2024-09-13,태블릿 펜,2,22000
124,2024-10-13,키보드,4,55000
167,2024-10-19,키보드,5,83000
189,2024-09-25,웹캠,2,14000
69,2024-08-08,노트북 파우치,5,16000
29,2024-12-09,태블릿 펜,4,51000
90,2024-04-07,노트북 파우치,3,81000
168,2024-01-13,HDMI 케이블,2,49000
158,2024-08-14,블루투스 스피커,4,10000
60,2024-04-12,스마트 워치,2,98000
22,2024-02-27,스마트폰 케이스,2,84000
38,2024-05-27,무선 이어폰,3,93000
29,2024-06-05,SD 카드,4,7000
85,2024-04-17,스탠드 조명,2,31000
140,2024-09-24,모니터,5,66000
160,2024-03-13,무선 이어폰,4,79000
170,2024-09-26,스마트폰 케이스,3,26000
16,2024-05-25,키보드,5,39000
14,2024-08-26,무선 이어폰,1,54000
170,2024-05-18,스마트 워치,1,7000
75,2024-11-28,보조배터리,2,53000
131,2024-12-29,USB 충전기,3,67000
153,2024-09-29,노트북 거치대,2,30000
129,2024-08-22,스탠드 조명,1,10000
64,2024-09-28,HDMI 케이블,3,67000
101,2024-03-21,무선 이어폰,3,92000
91,2024-06-30,HDMI 케이블,2,69000
71,2024-02-01,모니터,4,8000
143,2024-05-23,웹캠,2,48000
101,2024-12-02,블루투스 스피커,1,98000
98,2024-09-23,웹캠,4,35000
147,2024-03-19,태블릿 펜,3,82000
85,2024-08-17,스탠드 조명,2,31000
168,2024-03-11,스탠드 조명,2,22000
80,2024-12-18,헤드셋,2,60000
198,2024-03-15,마우스 패드,3,13000
143,2024-09-29,USB 충전기,2,45000
38,2024-01-16,노트북 파우치,4,57000
78,2024-08-14,모니터,2,29000
28,2024-03-08,마우스 패드,1,83000
158,2024-05-16,웹캠,5,34000
60,2024-12-17,무선 이어폰,3,15000
177,2024-09-01,블루투스 스피커,5,82000
121,2024-12-30,스마트 워치,2,54000
126,2024-08-30,블루투스 스피커,2,29000
58,2024-01-17,태블릿 펜,1,39000
106,2024-04-23,키보드,2,13000
46,2024-08-12,마우스,3,63000
64,2024-08-06,보조배터리,1,82000
189,2024-07-13,노트북 파우치,4,83000
191,2024-10-19,스탠드 조명,5,87000
181,2024-01-20,헤드셋,1,62000
117,2024-01-22,웹캠,5,73000
102,2024-01-21,스탠드 조명,4,71000
196,2024-11-18,스마트폰 케이스,2,42000
113,2024-07-22,HDMI 케이블,3,64000
43,2024-08-04,HDMI 케이블,5,11000
177,2024-09-21,블루투스 스피커,4,87000
116,2024-02-16,헤드셋,1,28000
200,2024-10-26,스탠드 조명,2,55000
106,2024-06-14,SD 카드,1,27000
117,2024-10-29,키보드,4,16000
65,2024-06-14,마우스 패드,1,16000
30,2024-12-27,SD 카드,3,15000
135,2024-12-28,보조배터리,5,83000
41,2024-07-12,스탠드 조명,4,10000
197,2024-03-28,노트북 파우치,5,89000
39,2024-03-24,블루투스 스피커,2,96000
14,2024-08-02,HDMI 케이블,3,98000
197,2024-08-16,HDMI 케이블,2,20000
34,2024-04-13,무선 이어폰,5,37000
4,2024-08-22,마우스,4,74000
2,2024-11-07,마우스,2,32000
151,2024-12-03,마우스,4,57000
114,2024-02-10,무선 이어폰,2,75000
72,2024-11-13,스탠드 조명,2,11000
48,2024-03-16,스마트폰 케이스,3,9000
38,2024-01-17,HDMI 케이블,3,16000
13,2024-02-25,태블릿 펜,2,25000
173,2024-05-25,스탠드 조명,2,63000
192,2024-10-23,스마트 워치,1,16000
197,2024-06-02,노트북 파우치,3,53000
18,2024-08-06,스탠드 조명,1,42000
121,2024-03-09,USB 충전기,3,47000
135,2024-07-30,헤드셋,2,94000
54,2024-11-09,스마트폰 케이스,1,78000
187,2024-11-18,헤드셋,1,66000
186,2024-12-18,HDMI 케이블,4,82000
82,2024-05-12,헤드셋,5,84000
91,2024-03-07,마우스,5,98000
162,2024-09-11,마우스,2,83000
60,2024-12-28,HDMI 케이블,2,5000
31,2024-01-13,SD 카드,1,99000
54,2024-11-11,태블릿 펜,4,10000
86,2024-06-28,스탠드 조명,2,6000
164,2024-04-13,HDMI 케이블,3,13000
79,2024-06-02,헤드셋,5,46000
197,2024-01-04,USB 충전기,3,48000
102,2024-10-18,무선 이어폰,2,29000
85,2024-06-22,마우스,4,9000
166,2024-03-10,마우스,2,85000
118,2024-10-01,노트북 파우치,4,57000
191,2024-01-29,헤드셋,3,77000
186,2024-12-13,노트북 파우치,5,73000
5,2024-04-16,노트북 파우치,3,13000
39,2024-05-23,무선 이어폰,3,53000
161,2024-09-30,마우스 패드,5,82000
100,2024-04-05,USB 충전기,3,95000
81,2024-12-29,스마트폰 케이스,3,57000
23,2024-09-11,웹캠,3,62000
78,2024-04-20,헤드셋,3,27000
29,2024-07-10,스마트폰 케이스,2,16000
114,2024-09-16,무선 이어폰,4,69000
40,2024-04-07,노트북 파우치,4,98000
135,2024-06-07,노트북 파우치,2,17000
133,2024-12-12,블루투스 스피커,2,97000
10,2024-08-23,보조배터리,5,19000
2,2024-06-08,스마트폰 케이스,5,16000
86,2024-08-27,스마트폰 케이스,1,71000
197,2024-12-03,HDMI 케이블,1,78000
195,2024-06-08,키보드,3,30000
50,2024-05-26,모니터,5,45000
198,2024-08-13,USB 충전기,3,24000
41,2024-05-20,USB 충전기,1,84000
144,2024-09-20,USB 충전기,2,74000
90,2024-10-08,노트북 파우치,3,23000
181,2024-05-25,웹캠,2,14000
80,2024-11-09,노트북 파우치,5,61000
13,2024-03-07,무선 이어폰,4,91000
13,2024-02-24,보조배터리,1,16000
110,2024-07-19,마우스 패드,5,80000
162,2024-12-19,SD 카드,5,50000
80,2024-06-19,키보드,5,15000
194,2024-08-26,블루투스 스피커,1,94000
120,2024-02-19,SD 카드,3,92000
165,2024-12-29,SD 카드,4,34000
58,2024-03-14,모니터,3,55000
47,2024-12-24,노트북 파우치,3,63000
125,2024-01-16,노트북 거치대,4,19000
90,2024-09-02,SD 카드,2,41000
197,2024-06-27,블루투스 스피커,5,18000
104,2024-12-31,USB 충전기,3,76000
167,2024-02-06,HDMI 케이블,5,64000
103,2024-10-29,태블릿 펜,2,84000
63,2024-10-07,마우스 패드,4,54000
17,2024-06-23,키보드,5,60000
112,2024-10-17,노트북 파우치,5,93000
61,2024-03-29,노트북 거치대,5,67000
30,2024-10-30,SD 카드,3,76000
25,2024-08-15,마우스 패드,3,56000
18,2024-11-02,USB 충전기,5,53000
84,2024-09-10,스마트폰 케이스,1,32000
36,2024-10-24,무선 이어폰,2,89000
39,2024-08-19,스탠드 조명,3,54000
158,2024-10-22,SD 카드,2,31000
175,2024-06-11,HDMI 케이블,5,91000
78,2024-08-10,스마트 워치,1,79000
3,2024-11-09,헤드셋,4,21000
76,2024-02-01,스마트 워치,5,11000
1,2024-12-26,스탠드 조명,3,19000
73,2024-01-16,웹캠,4,94000
152,2024-07-20,노트북 파우치,4,56000
98,2024-08-10,스탠드 조명,2,89000
45,2024-08-31,블루투스 스피커,2,76000
99,2024-07-03,태블릿 펜,2,41000
172,2024-03-05,블루투스 스피커,1,14000
166,2024-01-09,블루투스 스피커,4,89000
112,2024-03-10,노트북 거치대,2,87000
107,2024-08-21,태블릿 펜,5,28000
117,2024-09-17,태블릿 펜,5,62000
99,2024-06-30,웹캠,2,59000
155,2024-01-04,마우스,2,96000
129,2024-05-17,태블릿 펜,5,78000
94,2024-01-18,스마트폰 케이스,5,66000
181,2024-07-07,USB 충전기,5,66000
177,2024-02-10,블루투스 스피커,5,40000
120,2024-09-21,노트북 거치대,5,83000
23,2024-05-05,마우스,1,92000
163,2024-10-03,HDMI 케이블,5,11000
88,2024-09-30,무선 이어폰,4,63000
132,2024-08-28,노트북 파우치,4,50000
76,2024-05-28,마우스 패드,1,93000
153,2024-06-04,모니터,1,85000
122,2024-10-23,마우스 패드,5,11000
169,2024-05-29,무선 이어폰,3,67000
22,2024-03-05,헤드셋,1,40000
65,2024-03-08,모니터,3,37000
4,2024-02-27,마우스 패드,5,99000
39,2024-12-03,SD 카드,3,27000
67,2024-12-24,웹캠,4,28000
136,2024-01-17,노트북 파우치,1,23000
153,2024-03-19,마우스,4,54000
61,2024-12-04,SD 카드,2,31000
148,2024-06-25,스마트폰 케이스,3,19000
14,2024-03-26,SD 카드,4,65000
78,2024-08-31,스탠드 조명,2,53000
175,2024-12-27,보조배터리,4,38000
38,2024-09-28,태블릿 펜,1,41000
115,2024-07-14,노트북 파우치,5,92000
11,2024-02-19,스탠드 조명,3,60000
157,2024-11-29,모니터,3,39000
69,2024-02-20,모니터,5,55000
119,2024-12-11,웹캠,5,29000
134,2024-06-21,마우스 패드,3,75000
3,2024-12-10,무선 이어폰,1,6000
106,2024-02-20,헤드셋,1,92000
115,2024-06-28,웹캠,3,37000
50,2024-01-18,무선 이어폰,5,16000
15,2024-10-31,키보드,5,86000
32,2024-12-28,USB 충전기,1,82000
34,2024-07-11,마우스 패드,1,94000
48,2024-05-09,HDMI 케이블,4,89000
20,2024-11-23,SD 카드,3,59000
178,2024-12-07,노트북 파우치,3,25000
200,2024-02-07,모니터,1,53000
100,2024-06-19,스마트폰 케이스,3,38000
46,2024-08-13,노트북 거치대,4,30000
157,2024-07-20,마우스 패드,4,18000
37,2024-10-03,태블릿 펜,2,83000
165,2024-02-24,SD 카드,3,18000
9,2024-02-07,노트북 거치대,5,98000
65,2024-08-16,무선 이어폰,4,24000
168,2024-11-23,무선 이어폰,1,90000
100,2024-05-16,블루투스 스피커,3,55000
148,2024-01-02,헤드셋,4,66000
112,2024-07-25,노트북 거치대,5,33000
1,2024-07-15,마우스,1,77000
138,2024-07-02,노트북 파우치,3,56000
15,2024-11-19,노트북 거치대,3,73000
88,2024-02-11,SD 카드,3,87000
52,2024-03-31,스탠드 조명,1,54000
170,2024-04-07,HDMI 케이블,4,18000
162,2024-12-18,스마트 워치,4,15000
162,2024-08-12,키보드,2,9000
50,2024-01-13,웹캠,4,54000
17,2024-10-03,HDMI 케이블,4,73000
116,2024-01-09,스마트폰 케이스,3,12000
87,2024-01-22,보조배터리,1,32000
168,2024-12-07,헤드셋,4,91000
138,2024-03-17,웹캠,1,9000
189,2024-03-13,마우스,1,65000
159,2024-01-24,웹캠,2,6000
45,2024-11-19,스마트폰 케이스,3,17000
117,2024-11-08,마우스 패드,5,13000
28,2024-02-28,마우스,5,83000
57,2024-02-02,키보드,4,48000
189,2024-12-13,보조배터리,3,20000
176,2024-10-21,스탠드 조명,2,46000
55,2024-01-24,마우스 패드,3,13000
31,2024-05-20,블루투스 스피커,4,26000
179,2024-07-08,스탠드 조명,2,61000
63,2024-10-24,스마트폰 케이스,2,17000
162,2024-11-09,보조배터리,2,7000
125,2024-02-11,무선 이어폰,1,27000
23,2024-12-27,HDMI 케이블,4,93000
198,2024-08-31,블루투스 스피커,2,23000
164,2024-05-18,헤드셋,4,57000
